src_id,zh,vi
224,我想用这种技术向您展示他们一项关于 ME/CFS 成人的大型研究中，在头抬高倾斜测试期间获得的数据。,Tôi muốn cho bạn xem dữ liệu từ nghiên cứu rất lớn của họ về người lớn mắc ME/CFS trong quá trình kiểm tra nghiêng đầu lên bằng kỹ thuật này.
225,这项研究招募了 429 名成年人，这几乎与已发表研究的累积数量一样多。,"Nghiên cứu này đã tuyển dụng 429 người trưởng thành, gần như bằng số lượng nghiên cứu đã được công bố cộng dồn."
226,我们在医学研究院的报告中总结了这一点。,mà chúng tôi đã tóm tắt trong báo cáo của Viện Y học.
226,这是一项非常大的研究。,Đây là một nghiên cứu rất lớn.
226,请注意，在直立 30 分钟后，这些患者中有 28% 会出现,Lưu ý rằng 28% số bệnh nhân này sau 30 phút đứng thẳng đã gặp
227,POTS 的标准是 14 例患者存在延迟性体位性低血压。,"Tiêu chí cho POTS, 14 người bị hạ huyết áp tư thế muộn."
227,但绝大多数成人（58%）的心率和血压反应正常。,"Nhưng phần lớn người lớn có nhịp tim và phản ứng huyết áp bình thường, 58%."
228,他们可能面临被告知没有问题的风险。,Họ có thể đã có nguy cơ bị nói rằng không có gì sai.
228,但是，当你使用脑血流测量方法时，以下是该论文的关键发现。,"Nhưng khi bạn sử dụng các biện pháp đo lưu lượng máu não, đây là những phát hiện chính từ bài báo đó."
229,相比之下，所有ME/CFS患者的脑血流量下降了26%。,"Ngược lại, toàn bộ nhóm bệnh nhân ME/CFS có sự giảm 26% lưu lượng máu não."
230,因此，我认为可以合理地得出结论，这些患者在处理信息方面有困难，正如 Vergheut 所说，思考合适的词语和集中注意力。,"Vì vậy, tôi nghĩ rằng bạn có thể kết luận một cách hợp lý rằng không có gì ngạc nhiên khi những bệnh nhân này gặp khó khăn trong việc xử lý, như Vergheut đã nói, khi suy nghĩ về những từ thích hợp và tập trung."
231,当您将所有患者群体细分后，90% 的患者客观上出现了脑血流量减少。,"Khi bạn phân chia nhóm bệnh nhân đó, 90% trong số họ có sự giảm lưu lượng máu não được đo lường khách quan."
232,与对照组相比，差异显著。,Khác biệt đáng kể so với nhóm đối chứng.
232,患有POTS或延迟性体位性低血压的患者更差。,Những người bị POTS hoặc hạ huyết áp tư thế chậm hơn thì tệ hơn.
233,即使那些血压和心率反应正常的人，脑血流量也下降了 24%，是健康对照组的三倍以上。,"Những người có huyết áp và nhịp tim bình thường vẫn giảm lưu lượng máu não 24%, hơn gấp ba lần so với những gì bạn thấy ở những người kiểm soát khỏe mạnh."
234,当所有这些患者仰卧测量时，ME/CFS组和健康对照组在大脑血流方面没有差异。,"Khi tất cả các bệnh nhân này được đo ở tư thế nằm ngửa, nhóm ME / CFS và nhóm đối chứng khỏe mạnh không có sự khác biệt về lưu lượng máu não."
235,这篇论文中的这张幻灯片显示，在倾斜开始 10 分钟后，脑血流减少的程度与倾斜角度相关。,"Slide này từ bài báo đó cho thấy rằng ở giữa khi nghiêng, vào phút thứ 10, mức độ giảm lưu lượng máu não đã tương quan"
237,他们对倾斜后正常的心率和血压反应感兴趣。,Họ quan tâm đến phản ứng nhịp tim và huyết áp bình thường với độ nghiêng.
237,他们想研究心率和每搏输出量之间的关系。,Họ muốn xem xét mối quan hệ giữa nhịp tim và thể tích tâm thu.
238,我们通过增加心率来进行补偿。,Chúng tôi bù lại bằng cách tăng nhịp tim.
239,你在灰色区域看到的是，接近 40% 的 ME/CFS 成人，,"Những gì bạn nhìn thấy trong vùng màu xám là gần 40% người lớn bị ME/CFS,"
240,通常，那些症状更严重的人在倾斜测试中无法根据心搏量的下降来提高心率。,"Thông thường, những người có triệu chứng nghiêm trọng hơn không thể tăng nhịp tim của họ trong bài kiểm tra nghiêng theo sự giảm thể tích tâm thu."
242,ME/CFS，但我们认为这是在直立位测试中首次证明这一点。,"ME/CFS, nhưng chúng tôi nghĩ rằng đây là lần đầu tiên chứng minh điều này trong quá trình kiểm tra tư thế đứng."
242,我们还知道什么？,Chúng ta còn biết gì nữa?
243,它可能包含看似不同的情况。,Nó có thể bao gồm các điều kiện dường như khác biệt.
243,特里莎正在谈论许多其他合并症。,Trisha đã nói về một số vấn đề đồng mắc khác.
243,我认为我们已经认识到，肥大细胞活化、关节过度活动、,"Tôi nghĩ rằng chúng ta đã đánh giá cao rằng sự hoạt hóa tế bào mast, tăng động khớp,"
244,血管受压综合征，以及一小部分情况下，神经解剖问题可能伴随自主神经系统功能障碍。,"Hội chứng chèn ép mạch máu, và trong một nhóm nhỏ, các vấn đề về giải phẫu thần kinh có thể đi kèm với các rối loạn chức năng của hệ thần kinh tự động."
244,以下是一个大型研究比较的例子,Đây là một ví dụ về một trong những nghiên cứu lớn so sánh
245,将患有超活动性荷兰 ME/CFS 患者与那些没有超活动性的患者进行比较。,Những bệnh nhân ME/CFS siêu động ở Hà Lan với những người không có siêu động.
246,脑血流，无论他们在倾斜测试中对血流动力学反应类型如何。,"Lưu lượng máu não, bất kể loại phản ứng động học huyết động nào mà họ có trong bài kiểm tra nghiêng."
246,这张幻灯片旨在说明这些其他条件中的一些。,Slide này nhằm minh họa một số điều kiện khác này
247,我们从范德比尔特大学的 Cyndya Shibao 和 Italo Biaggioni 的研究中得知，体位性心动过速综合征可能发生在肥大细胞活化障碍患者身上。,Chúng tôi biết từ nghiên cứu của Cyndya Shibao và Italo Biaggioni tại Vanderbilt rằng hội chứng nhịp tim nhanh tư thế có thể xảy ra ở những người mắc rối loạn hoạt hóa tế bào mast.
248,在《新英格兰医学杂志》上发表的 Theohirades 综述论文中，我认为你可以看到，许多肥大细胞活化患者有心血管问题，以及许多其他症状。,"Trong bài tổng quan của Theohirades được xuất bản trên Tạp chí Y khoa New England, tôi nghĩ rằng bạn có thể thấy rằng nhiều người bị kích hoạt tế bào mast có vấn đề về tim mạch và nhiều triệu chứng khác."
249,肥大细胞活化的症状可以模拟 ME/CFS 的症状。,Sự hoạt hóa tế bào mast có thể bắt chước những triệu chứng của ME/CFS.
249,左下角是我们在约翰·霍普金斯医院照顾的一位患者，他有一些相当难治的 PO 和 ME/CFS 症状。,"Ở phía dưới bên trái là một bệnh nhân mà chúng tôi đã chăm sóc tại Johns Hopkins, người đã có một số triệu chứng khá khó điều trị của PO và ME/CFS."
250,我们后来发现，当她的反射变得异常时，她患有先天性颈椎管狭窄和 C67 椎间盘突出。,"Chúng tôi phát hiện sau này, khi phản xạ của cô ấy trở nên bất thường, rằng cô ấy bị hẹp ống sống cổ bẩm sinh và thoát vị đĩa đệm ở C67."
251,她的脊柱外科医生更换了，在不到六个月的时间里，她的 ME/CFS 症状消失了。,"mà bác sĩ phẫu thuật cột sống của cô ấy đã thay thế, và trong vòng chưa đầy sáu tháng, các triệu chứng ME/CFS của cô ấy đã biến mất."
252,她的POTS消失了，现在她已经进入随访的第八年，之前她有难治性ME/CFS症状，现在完全康复了。,"POTS của cô ấy đã biến mất, và bây giờ cô ấy đã bước vào năm thứ tám theo dõi, sau khi đã có các triệu chứng ME / CFS trước đây khó điều trị, bây giờ hoàn toàn khỏe mạnh."
253,右下角是 Stephen Smith 和他的同事的一些工作，指出在这个病例中，涉及血管压迫的异常现象可能是 May-Thurner 综合征。,Ở góc dưới bên phải là một số công trình của Stephen Smith và các đồng nghiệp của ông chỉ ra rằng những bất thường liên quan đến sự chèn ép mạch máu trong trường hợp này có thể là hội chứng May-Thurner.
254,你发现右髂动脉压迫左髂总静脉，这些问题与POTS有关，治疗这些盆腔静脉异常可能与之相关,"nơi bạn nhận được động mạch chậu phải chèn ép tĩnh mạch chậu chung trái, rằng những vấn đề này liên quan đến POTS và điều trị những bất thường tĩnh mạch vùng chậu có thể liên quan"
255,症状总体都有不错的改善，包括慢性盆腔疼痛。,"Với sự cải thiện đáng kể về các triệu chứng chung, bao gồm cả đau vùng chậu mãn tính."
255,我们还从过去知道,Chúng tôi cũng biết từ quá khứ rằng
256,体位性耐受不良是 ME/CFS 最易治疗的组成部分之一。,Sự không dung nạp tư thế là một trong những thành phần có thể điều trị được nhất của ME/CFS.
257,但是，对于体位性直立性耐受不良，采用地板和FMI治疗，以及使用米格列奈、β受体阻滞剂和其他药物进行开放性治疗，这些志愿参加研究的患者,"nhưng điều trị mở đối với chứng không dung nạp tư thế đứng với sàn và FMI, chứng đau nửa đầu và thuốc chẹn beta và các loại khác, những bệnh nhân đã tình nguyện cho"
258,这项研究的健康评分为 35 分，满分为 100 分，100 分代表最佳健康状况，0 分代表死亡。,"Nghiên cứu này đạt điểm sức khỏe là 35 trên 100, trong đó 100 là sức khỏe tối ưu, 0 là chết."
259,经过超过四个月的治疗，他们的平均值增加到 70。,"Và sau hơn bốn tháng điều trị, họ đã tăng lên trung bình 70."
259,在许多方面，这仍然是我们临床上发现的数据。,"Điều này, theo nhiều cách, vẫn là dữ liệu mà chúng tôi tìm thấy trong lâm sàng,"
260,那么，我们还需要了解关于 ME/CFS 中的自主神经功能障碍什么呢？,"Vậy, chúng ta cần biết thêm điều gì về chứng rối loạn tự động trong ME/CFS?"
261,好吧，我们需要更好的诊断工具，包括像通用数据元素委员会得出的结论那样，我们需要有,"Chà, chúng ta cần những công cụ chẩn đoán tốt hơn, bao gồm cả những gì Ủy ban Các yếu tố dữ liệu chung đã kết luận rằng chúng ta cần phải có"
263,我认为能够更好地识别因难治性自主神经功能障碍而导致的患者，无论是用于临床护理还是研究，这一点非常重要。,"Tôi nghĩ điều quan trọng là phải có khả năng tốt hơn để xác định cả hai, cho việc chăm sóc lâm sàng và cho các nghiên cứu, những bệnh nhân mắc chứng rối loạn chức năng tự động khó điều trị."
264,其他可能无法通过药物干预解决的结构性问题。,Các vấn đề cấu trúc khác có thể không đáp ứng với can thiệp bằng thuốc.
264,这些包括颈椎管狭窄、颅颈不稳和一些血管受压问题。,"Bao gồm hẹp ống sống cổ, bất ổn cổ - sọ và một số vấn đề về chèn ép mạch máu."
265,我们需要更多地了解机制。,Chúng ta cần biết thêm về các cơ chế.
266,可能是自主神经系统紊乱是由更中枢层面的其他因素引起的，导致下游自主神经和循环控制功能障碍。,Có thể là sự rối loạn hệ thần kinh tự động là hậu quả của một cái gì đó khác ở cấp độ trung tâm hơn với rối loạn chức năng điều khiển tự động và tuần hoàn ở hạ lưu.
267,我们不知道感染是如何引发自主神经功能障碍的。,Chúng tôi không biết nhiễm trùng kích hoạt rối loạn tự chủ như thế nào.
267,我们需要研究影响其发展的遗传因素，因为 ME/CFS 具有遗传成分。,Chúng tôi cần xem xét các yếu tố di truyền ảnh hưởng đến sự phát triển của nó vì có một thành phần di truyền trong ME/CFS.
269,结缔组织松弛可能在体位性直立性心动过速综合征中发挥作用，因为它使血管更易于扩张，并在静脉静水压升高时允许更多的血液积聚。,Sự lỏng lẻo của mô liên kết có thể đóng một vai trò trong chứng tăng huyết áp tư thế bằng cách làm cho các mạch máu dễ co giãn hơn và cho phép nhiều máu tích tụ hơn khi áp lực thủy tĩnh tĩnh mạch cao hơn.
271,收缩血管的能力或可激活心脏受体，从而导致心率加快。,"Khả năng co mạch hoặc có thể kích hoạt các thụ thể tim, làm tăng nhịp tim."
271,可能有多种原因导致,Có thể có nhiều lý do cho
272,过去，它被认为是 ME/CFS 病理生理学的一部分。,"Người ta từng nghĩ rằng đó là trường hợp trong quá khứ, vì nó là một phần của bệnh sinh lý của ME/CFS."
273,这表明 CPEC 结果与脑血流量无关，这引发了关于去调节是否起着重要作用的问题。,"Điều này cho thấy rằng kết quả CPEC không liên quan đến việc tăng lưu lượng máu não, đặt ra câu hỏi liệu việc suy giảm thể chất có đóng vai trò lớn hay không."
274,这些都是需要检查的机制之一。,Đây là một trong những cơ chế cần được xem xét.
275,我认为我们还需要问一下循环功能障碍会影响哪些其他症状？,Tôi nghĩ chúng ta cũng cần hỏi xem những triệu chứng nào khác bị ảnh hưởng bởi rối loạn tuần hoàn?
275,对神经炎症有很大的兴趣。,Có rất nhiều mối quan tâm đến viêm thần kinh.
276,但是，这可能是我们在直立的 ME/CFS 患者中观察到的血液流动亚优化的结果吗？,Nhưng liệu đó có thể là kết quả của dòng chảy máu kém tối ưu mà chúng ta thấy ở bệnh nhân ME/CFS khi họ đứng thẳng?
276,是否发生了一些再灌注损伤？,Có phải đang xảy ra một tổn thương tái tưới máu không?
277,然后，我们经常独立地考虑这种疾病中的免疫功能障碍，但任何升高儿茶酚胺的因素都会,"Sau đó, chúng ta thường nghĩ về rối loạn chức năng miễn dịch trong căn bệnh này một cách độc lập, nhưng bất cứ điều gì làm tăng catecholamine và"
278,我们知道每个淋巴结都有交感神经支配，并且可能,Chúng ta biết rằng mỗi hạch bạch huyết đều có sự chi phối thần kinh giao cảm và có thể
279,这些问题可能是继发于体位性耐受不良，但仍然会影响病毒再激活或对感染的反应。,"Những vấn đề này có thể là thứ yếu đối với chứng không dung nạp tư thế đứng, nhưng không vì thế mà ảnh hưởng đến sự tái hoạt động của virus hoặc phản ứng với nhiễm trùng."
279,沿着这些思路，我想展示两种症状可能出现的模型。,"Theo hướng đó, tôi muốn trình bày hai mô hình về cách các triệu chứng có thể xảy ra."
280,这来自德国的克劳斯·维尔特和卡门·斯海本博根。,Đây là từ Klaus Wirth và Carmen Scheibenbogen ở Đức.
281,这会导致心动过速，但也导致血管收缩，它们会阻止这种现象，导致骨骼肌灌注不足，并导致各种血管扩张剂从那里溢出。,"Điều này dẫn đến nhịp tim nhanh nhưng cũng dẫn đến co mạch, và chúng tạm dừng điều này vì nó dẫn đến việc thiếu tưới máu cho cơ xương và sự giải phóng của nhiều loại thuốc giãn mạch."
282,这也会降低肾功能，并导致各种疼痛和其他症状。,Điều này cũng làm giảm chức năng thận và dẫn đến nhiều cơn đau và các triệu chứng khác.
283,交感神经活化增加会对多种免疫功能产生直接影响，包括可能影响肠神经系统的因素。,"Sự kích hoạt giao cảm tăng có thể có tác động tức thời lên nhiều chức năng miễn dịch, bao gồm cả các yếu tố có thể ảnh hưởng đến hệ thần kinh ruột."
285,但除此之外，我认为我们还需要考虑：你,"Nhưng ngoài ra, tôi nghĩ chúng ta cần phải suy nghĩ về: liệu bạn"
288,我在霍普金斯大学的同事们，,"Các đồng nghiệp của tôi tại Hopkins,"
289,举个例子，马尔科姆·布罗克和他的比利时同事弗兰克·波兹曼正在研究 POTS 中的过度出汗组合。,"Để đề cập đến một ví dụ khác, Malcolm Brock và đồng nghiệp người Bỉ của ông, Frank Boltzmann, đang xem xét sự kết hợp của chứng tăng tiết mồ hôi trong POTS."
290,他们发现这些患者中的一部分存在一个钠通道的突变缺陷。,Họ đã phát hiện ra rằng một tỷ lệ nhất định trong số những bệnh nhân này có một khiếm khuyết trong một đột biến ở một trong những kênh natri.
290,当他们使用像胍法辛这样的钠通道阻滞剂时，,"Khi họ sử dụng thuốc chặn kênh natri như guanfacine,"
291,他们可以观察到症状和整体功能的改善。,Họ có thể thấy sự cải thiện về các triệu chứng và chức năng tổng thể.
291,这导致了一些基于机制的治疗方法，这些方法可能是有效的。,Điều này dẫn đến một số phương pháp điều trị dựa trên cơ chế có thể mang lại kết quả khả quan.
291,我想最后谈谈 ME/CFS 异质性带来的挑战。,Tôi muốn kết thúc bằng một vài điểm về thách thức của sự dị biệt trong ME/CFS.
292,我最初是在 10 年前的 FDA 大会上介绍了这一点。,"Ban đầu, tôi đã trình bày điều này tại hội nghị FDA, tôi nghĩ là 10 năm trước."
293,随机试验，它们有可能掩盖所研究药物的治疗效果。,các thử nghiệm ngẫu nhiên và chúng có tiềm năng che khuất tác động của thuốc đang được nghiên cứu.
293,这种异质性可以通过仔细的受试者选择、明确的病例定义来降低，,"Sự dị biệt đó có thể được giảm bớt bằng cách lựa chọn đối tượng cẩn thận, định nghĩa trường hợp rõ ràng,"
294,资格标准，特别是针对这些子集，以及研究对 ME/CFS 和直立性智能需要单一药物，需要大样本量。,"Tiêu chí đủ điều kiện, đặc biệt là đối với các tập hợp con này, và các nghiên cứu có các tác nhân đơn lẻ cho ME/CFS và nhu cầu hiểu biết về tư thế đứng cần các kích cỡ mẫu lớn."
295,我认为最终这将需要投入更多资源到临床试验中，包括对临床试验网络的支持，以便我们能够进行,"Tôi nghĩ rằng cuối cùng, điều đó sẽ cần một sự cống hiến nhiều hơn nữa về nguồn lực cho các thử nghiệm lâm sàng, bao gồm cả hỗ trợ cho các mạng lưới thử nghiệm lâm sàng để chúng ta có thể"
296,这些研究可以高效且及时地帮助那些迫切需要帮助的人。,Những nghiên cứu này một cách hiệu quả và kịp thời cho những người đang tuyệt vọng cần giúp đỡ.
296,一些可以采用的策略,Một số chiến lược có thể được sử dụng
297,应纳入分层，以解决疾病持续时间，因为这似乎是至少在心动过缓能力不足、不同病理生理亚群中起作用的因素。,"Nên bao gồm phân tầng để giải quyết thời gian kéo dài của bệnh, vì dường như đó là một yếu tố trong ít nhất là sự bất lực tim nhịp chậm, các nhóm con bệnh lý sinh lý khác nhau."
298,或者，另一种策略是确定对研究药物有反应的人群，,"Hoặc, một chiến lược khác là xác định những người phản ứng với thuốc đang được nghiên cứu,"
299,然后从该药物中移除这些人，只对响应者进行随机化。,"Sau đó, loại bỏ những người khỏi loại thuốc đó và chỉ ngẫu nhiên hóa những người phản hồi."
300,撤回广泛有效的疗法，交叉设计可能对某些疾病和作为 N-of-1 试验有效。,"Bỏ các phương pháp điều trị hiệu quả rộng rãi, các thiết kế chéo có thể hiệu quả đối với một số tình trạng và như các thử nghiệm N-of-1."
300,我将在那里停下来，感谢那些为我们的工作做出贡献的人,Tôi sẽ dừng ở đó và cảm ơn những người đã góp phần vào công việc của chúng tôi
301,我将在那里停下，Jarred,"Tôi sẽ dừng lại ở đó, Jarred"
302,希望我们已经找回了一些时间。,Và hy vọng chúng tôi đã lấy lại được một chút thời gian.
302,Jarred Younger：非常感谢，太棒了。,Jarred Younger: Cảm ơn bạn rất nhiều.
302,我们将继续进行，看看所有被提出的问题。,Chúng tôi sẽ tiếp tục và xem tất cả các câu hỏi được đặt ra.
303,我知道我们在做笔记，所以我认为可能有几种不同的途径。,"Tôi biết chúng ta đang ghi chú, vì vậy tôi tưởng tượng sẽ có một vài địa điểm khác nhau."
303,也许在讨论结束时，或者也许是线下，有机会回答这些问题。,"Có thể là cuộc thảo luận vào cuối hoặc có thể là ngoại tuyến, để có cơ hội trả lời những câu hỏi này."
304,谢谢，罗医生。,Cảm ơn bác sĩ Rowe.
304,我想直接介绍一下贝格奎斯特医生。,Tôi muốn giới thiệu ngay bác sĩ Bergquist.
305,他在分析化学和神经化学系。,Anh ấy ở Khoa Hóa học phân tích và Hóa học thần kinh.
306,他拥有非常多元的专业知识，他做基础科学和临床科学以及临床实践，身体、大脑，真的没有地方是禁区。,"Ông ấy có một bộ chuyên môn đa dạng đáng chú ý, ông ấy làm khoa học cơ bản và khoa học lâm sàng cũng như thực hành lâm sàng, cơ thể, não bộ, thực sự không có nơi nào bị cấm."
307,没有放大倍率的限制。,Không có mức độ phóng đại nào bị cấm.
307,我认为任何研究方式都值得考虑，因此这个领域非常幸运。,"Tôi nghĩ rằng bất kỳ phương thức nghiên cứu nào cũng được xem xét, và do đó lĩnh vực này rất may mắn."
308,他决定将所有这些用于对抗慢性疲劳综合征（ME/CFS）。,Anh ấy đã quyết định sử dụng tất cả những điều đó để chống lại hội chứng mệt mỏi mãn tính (ME/CFS).
308,他可能会更多地谈论脊柱元素对中枢神经系统对 ME/CFS 的贡献。,Anh ấy có thể nói thêm về các yếu tố cột sống góp phần vào hệ thần kinh trung ương trong ME/CFS.
309,乔纳斯·伯格奎斯特：谢谢，贾里德。,"Jonas Bergquist: Cảm ơn bạn, Jarred."
309,你能听到我吗？,Bạn có nghe rõ tôi không?
309,乔纳斯·伯格奎斯特：好的，太好了。,"Jonas Bergquist: Vâng, ổn rồi, tuyệt vời."
309,我可以控制我的幻灯片，还是约翰在控制它们？,Tôi có thể điều khiển slide của mình hay John là người điều khiển chúng?
310,我不知道，我可以试着点击右下角。,"Tôi không biết, tôi có thể thử nhấn vào góc dưới bên phải."
310,好的，现在我知道怎么做。,"Được rồi, bây giờ tôi biết cách làm điều đó."
310,太好了。,Tuyệt vời.
310,我很高兴今天早上和你在一起。,Tôi rất vui được ở bên bạn sáng nay.
311,“是的，”贾里德说，“我一直在与许多不同的应用程序合作，主要是在神经退行性疾病、泌尿科领域，并且也在尝试找出...,"“Vâng,” Jarred nói, “Tôi đã làm việc với khá nhiều ứng dụng khác nhau, chủ yếu trong các bệnh thoái hóa thần kinh, trong lĩnh vực tiết niệu, và cũng đang cố gắng tìm ra..."
312,但是大约10年前，我开始对研究ME/CFS产生了浓厚的兴趣，从那时起，我一直专注于此。,"Nhưng sau đó, khoảng 10 năm trước, tôi thực sự quan tâm đến việc làm việc với ME / CFS, và từ đó, tôi đã tập trung thực sự vào nó."
313,我们尽力从瑞典乌普萨拉提供帮助，并与世界各地不同中心或合作的同事一起努力。,"Cố gắng giúp đỡ hết sức có thể từ Uppsala ở Thụy Điển, và cùng với các đồng nghiệp của chúng tôi trên toàn thế giới với các trung tâm hoặc sự hợp tác khác nhau."
315,但首先，正如 Jarred 发送的问题所提到的，这些问题是要解决一些事情的，,"Nhưng trước tiên, như những câu hỏi đã được Jarred gửi đi và nhằm giải quyết một số vấn đề,"
316,但通常是爱泼斯坦-巴尔病毒感染、单核细胞增多症或流感类型的感染。,"nhưng khá thường xuyên là nhiễm virus Epstein-Barr, bệnh bạch cầu đơn nhân hoặc các loại nhiễm trùng cúm."
316,我们大多数女性是否都受疾病影响,"Liệu hầu hết phụ nữ có bị ảnh hưởng bởi bệnh,"
317,大约 60% 到 70% 是女性。,Khoảng 60-70% là phụ nữ.
318,它在中枢神经系统中起作用，也作用于自主神经系统。,"Nó có vai trò trong hệ thần kinh trung ương, cũng như trong hệ thần kinh tự động."
318,我们知道，代谢，尤其是能量代谢，更容易受到例如的影响。,"Chúng ta biết rằng sự trao đổi chất, đặc biệt là sự trao đổi chất năng lượng, bị ảnh hưởng nhiều hơn bởi ví dụ như"
320,这可能是一个阶梯测试，也可以是他们的轻度或糟糕的测试，甚至是一个心理测试。,"Có thể là một bài kiểm tra theo bậc thang hoặc nó cũng có thể là một bài kiểm tra nhẹ hoặc tệ cho họ, hoặc thậm chí là một bài kiểm tra tâm lý."
321,我们还看到免疫表型差异，以及功能方面。,Chúng tôi cũng thấy rằng có sự khác biệt về kiểu hình miễn dịch và cả về chức năng.
322,我们知道这些患者存在自身免疫或自身免疫疾病过度表现的现象，但我们也一直监测着,"Chúng tôi biết rằng có những trường hợp tự miễn dịch hoặc biểu hiện quá mức, nói chung là rối loạn tự miễn dịch ở những bệnh nhân này, nhưng chúng tôi cũng đã theo dõi"
324,然后有很多报告，我自己没有做过太多研究，但肠道微生物组的变化以及肠道疾病的共病等问题。,"Sau đó, có rất nhiều báo cáo mà tôi chưa nghiên cứu nhiều về bản thân mình, nhưng sự thay đổi của microbiome ruột và các vấn đề liên quan đến bệnh lý đồng mắc đường tiêu hóa, v.v."
325,这在我们身上很常见，大家都知道。,"Nó được báo cáo khá thường xuyên ở chúng ta, tất cả các bạn đều biết."
325,然后现在我们也看到，他们对基因表达、变化和表观遗传变化也有很强的证据。,"Sau đó, ngày nay chúng ta cũng thấy rằng họ có bằng chứng khá mạnh mẽ về biểu hiện gen, những thay đổi và thay đổi biểu sinh."
326,不幸的是，我们还有很多东西不知道。,"Thật không may, chúng ta vẫn còn rất nhiều điều chưa biết."
327,我希望我能移动我的幻灯片。,Tôi hy vọng tôi có thể di chuyển slide của mình.
327,是的。,Vâng.
327,导致所有这些症状的确切机制是什么？,Cơ chế chính xác gây ra tất cả những triệu chứng này là gì?
327,仍然是一个谜。,Vẫn là một bí ẩn.
328,是什么导致了我们在所有这些不同器官中看到的变化？,Điều gì dẫn đến tất cả những thay đổi mà chúng ta thấy trong tất cả các cơ quan khác nhau này?
328,正如你所知，这确实是一种多系统疾病。,"Như bạn biết, đây thực sự là một rối loạn đa hệ thống."
328,是什么将这些变化联系起来，最初的触发因素是什么？,Điều gì liên kết những thay đổi đó và đâu là những tác nhân kích hoạt ban đầu?
329,当然，我们想知道是否有,"Tất nhiên, chúng tôi muốn biết liệu có"
330,如果我有时间，我可能会最终得到什么,"Tôi có thể, nếu tôi có thời gian, sẽ kết thúc bằng những gì"
331,我们现在正在治疗方面进行工作。,Chúng tôi đang làm việc về phía điều trị ngay bây giờ.
331,当然，我的任务之一是找到好的生物标志物，用于诊断、预测，甚至可能用于预防。,"Tất nhiên, một trong những nhiệm vụ của tôi là tìm ra các sinh vật chỉ điểm tốt, để chẩn đoán, dự đoán, hoặc thậm chí phòng ngừa nếu có thể."
332,因为这最终是我们真正要寻找的目标，以确保人们不会受到这种疾病的影响。,Bởi vì cuối cùng đó chính là điều chúng ta thực sự tìm kiếm để đảm bảo rằng mọi người không bị ảnh hưởng bởi căn bệnh này.
332,我专注于神经学领域，研究大脑。,"Với kiến thức về thần kinh học của tôi, tôi tập trung vào não."
333,当然，人脑极其复杂。,"Và tất nhiên, não bộ con người cực kỳ phức tạp."
333,我们认为，在研究这些神经疾病时，大脑是最重要的目标。,"Chúng ta nghĩ, tất nhiên, não là mục tiêu quan trọng nhất khi nghiên cứu về các bệnh thần kinh này,"
334,但正如您今天早上已经听到的那样，当然，身体中的所有其他系统和器官在很大程度上都受到了影响。,"Nhưng như bạn đã nghe vào sáng nay, tất nhiên, tất cả các hệ thống và cơ quan khác trong cơ thể đều bị ảnh hưởng ở một mức độ lớn."
334,当然，我们需要补充能力，我们需要进行很多合作,"Tất nhiên, chúng ta cần bổ sung năng lực và chúng ta cần hợp tác rất nhiều"
335,围绕这种多系统器官疾病。,xung quanh căn bệnh đa cơ quan này.
335,在我们研究神经系统时，我们最喜欢的目标之一是,"Một trong những mục tiêu yêu thích của chúng tôi khi nghiên cứu hệ thần kinh,"
336,当然，要检查中枢神经系统，就要观察脑脊液，虽然这是一种侵入性取样技术，但我们确实看到了很多特异性的生化标记物,"Tất nhiên, để kiểm tra hệ thần kinh trung ương, người ta phải xem xét dịch não tủy, và mặc dù đây là một kỹ thuật lấy mẫu xâm lấn, nhưng chúng tôi thực sự thấy rất nhiều dấu ấn sinh hóa đặc hiệu"
337,以及围绕中枢神经系统的这种液体的差异。,và sự khác biệt trong chất lỏng này bao quanh hệ thần kinh trung ương.
337,我想你们中许多人知道，但我只是想说这种液体是在,"Tôi nghĩ rằng nhiều người trong số các bạn biết, nhưng tôi chỉ muốn nói rằng chất lỏng được sản xuất trong"
339,我们实际上每天更换大约 20-30 毫升的液体。,"Thực tế, chúng tôi thay thế một lượng khoảng 20 đến 30 mililit mỗi giờ trong ngày."
340,当然，这种液体具有机械功能。,"Chắc chắn rồi, chất lỏng này có chức năng cơ học."
340,它保护大脑免受颅骨内晃动，但也冲洗大脑并运输,"Nó bảo vệ não khỏi bị va đập trong hộp sọ, nhưng cũng làm sạch não và vận chuyển"
341,当然，如果我们能够测量这种液体中存在的分子，我们也可以得到它的化学图像。,"Tất nhiên, nếu chúng ta có thể đo các phân tử có mặt trong chất lỏng này, chúng ta cũng có thể nhận được một bức tranh hóa học của"
343,从某种意义上来说，你可以这么说。,Nói một cách nào đó thì có thể.
344,你也可以从脑室和颈部获取脑脊液，但最常见的方法是腰椎穿刺。,"Bạn cũng có thể lấy dịch não tủy từ não thất và vùng cổ, nhưng cách phổ biến nhất là phương pháp chọc dò thắt lưng."
346,它可以穿透组织而不损伤任何神经组织，因此您无法抽取这种液体。,"Nó có thể xuyên qua mô mà không làm hại bất kỳ mô thần kinh nào, vì vậy bạn không thể rút dịch này."
346,在成年人中，我们每次采样大约取 10 毫升。,"Ở người trưởng thành, chúng ta lấy khoảng 10 mililit mỗi lần lấy mẫu."
